question_id,question_text
12515780,"Title: Error with EnterpriseLibrary 5.0.414.0 after opening the project with VS2012 | Body: I have a website written in VS2010 that uses a web reference to a service that uses EnterpriseLibrary 5.0.414.0.  When i worked with VS2010 everything was ok, but once i opened it with VS2012 RTM i started getting the following error (i get the same error when i open the project in VS2010 too)  Reference.svcma"
12896480,"Title: unit testing & constructor dependency injection | Body: I have an issue regarding how one would go about designing an application suited for unit-testing.  I am trying to implement the SRP (Single-Responsibility Principle), and from what I understood this involves splitting out most functionality in seperate, dedicated classes to keep code more organised.  For example, I have this specific sce"
30603740,"Title: Java Multi-Thread Pausing | Body:    My Goal   I am brand new to multi-threading in java and I am attempting to create pong.  I will only include a bit of code here that is relevant to the question.     Problem   I want to be able to pause the game by pressing the space bar, and then resume it again by pressing the space bar later.  The following code works to pause the game, however it cannot"
14347280,Title: Embedded Raven DataDirectory on my Dropbox not working 100%? | Body: I have my project files on my Dropbox folder so I can play around with my files at the office as well.  My project contains an EmbeddableDocumentStore with UseEmbeddedHttpServer set to true.  const int ravenPort = 8181; NonAdminHttp.EnsureCanListenToWhenInNonAdminContext(ravenPort); var ds = new EmbeddableDocumentStore {     
30808780,"Title: DefaultRebelLaunchConfigProvider - unknown type org.springframework.ide.eclipse.boot.launch | Body: I am setting up a basic Spring Boot application (1.2.3.RELEASE) on Spring Tool Suite 3.6.4.RELEASE.  I decided to install jRebel using myJRebel (6.2.0).  When I start my application (Run as Spring Boot App), I can't see the jRebel logs in the console. I already checked my project under jRebel co"
29415880,"Title: Send variable value to .txt file through .php | Body: I have a script with a variable, this variable I am passing to a .php script and then from the .php script to a .txt file which then stores the number value from the variable, only problem is that when I pass the variable to the .txt file, instead of passing the number of the variable it just passes the name of it.  Here are my scripts:  ph"
10658920,Title: scala equivalent of python __getattr__ / __setattr__ | Body: Is there scala equivalent of python __getattr__ / __setattr__ (and other __*__ methods?). Some thing built-in or maybe some traits? 
38009300,"Title: How to read a particular partition of kafka topic using KafkaSpout | Body: I am using Storm as the consumer to read from a Kafka topic. I am able to read the topic completely when the producer starts producing messages. However, if I try reading logs from a particular topic partition, it exits with an error.  The things which I tried are:      Broker p1 = new Broker(""localhost:9092"");     Glob"
3140690,"Title: What's the correct syntax for replacing HTML elements with an <!--[if IE 7]> statement? | Body: I need to have a slightly different HTML element in IE7 than the rest, here is what I have so far:  &lt;p&gt;         &lt;label&gt;&amp;nbsp;&lt;/label&gt;          &lt;!--[if IE 7]&gt;         &lt;span class=""progressIndicator"" style=""display: none;""&gt;&lt;/span&gt;         &lt;button type=""submit"
6415620,"Title: C# - Using regex with if statements | Body: I have some code that checks a fields input against a regex, although for some reason (no matter what I put in the field, it returns flase. Is there something I have missed?  private void textBox5_Validating(object sender, CancelEventArgs e) {     String AllowedChars = @""^a-zA-Z0-9.$"";     if (Regex.IsMatch(textBox5.Text, AllowedChars))     {        "
34266860,"Title: Serializing std::map c++ | Body: I have an object of std::map in my VC++ application. The format of the map is as follows: map&lt;CString, map&lt;CString, CSimpleArray&lt;CString&gt;&gt;&gt; x;  I want to pass this object to  server through a RPC call. So, I am using MIDL for creating the client and server stubs for RPC calls.  But, MIDL does not support higher level datatypes. So, is there an"
36617780,"Title: Want to add drop down list | Body: I have read the tutorials and have gone through the other posts too. I have made a page where on the side bar I have created a list item with the name ""Drop Down"" and I want as I click on it opens a drop down list and have done coding according to it. But issue is that drop down list is not coming. And I really am not getting the exactly the problem is.   Any"
29941730,"Title: How do you use the maven shade plugin to include only specific classes from a dependency with scope ""provided""? | Body: I am using the maven shade plugin to package my application into a jar file. One of my dependencies is to Tomcat:  &lt;dependency&gt;     &lt;groupId&gt;org.apache.tomcat&lt;/groupId&gt;     &lt;artifactId&gt;tomcat-catalina&lt;/artifactId&gt;     &lt;version&gt;7.0.59&lt;/ve"
1312930,"Title: WCF Message.IsFault | Body: I am trying to write a test and need to create a Message object with the IsFault property set to true. However, this property only has a getter. Does anyone know the best way to create a message where this property would be set to true?  Thanks "
20940350,"Title: Conversion failed when converting from a character string to uniqueidentifier - Two GUIDs | Body: I don't understand why I can't insert this. I can't spot the problem. The error message is Conversion failed when converting from a character string to uniqueidentifier.  The GUIDs are the ones that I got when I did a select from some other tables.  insert into [db].[dbo].[table] (myid,friendid,ti"
33321560,"Title: Ajax Populated Dropdown Taking Two Clicks | Body: My web page is an internal DB Move Tool for my company.  I have a section for source and for target.  I have radio buttons for host and port, and a dropdown for database name.  When host and port are set, I have a click event capture on the dropdown that sends an ajax request to a php page that queries for the databases on that instance and pop"
11329420,"Title: GWT kind of thing in .NET | Body: Is there is any alternate of GWT in .Net. GWT is basically an API from Google which allows you to code in Java and when the application is deployed, the GWT cross-compiler translates the Java application to standalone JavaScript files that are optionally obfuscated and deeply optimized.  For more details visit :- http://en.wikipedia.org/wiki/Google_Web_Toolkit"
35059240,"Title: Read return garbage data in serial port programming in linux | Body: I want to communicate with my PC using the RS232 port. I can open ""/dev/ttyS0"" and write data using write() function, But i can't read correct data from ""dev/ttyS0"" by using read(). read() function read the unnecessary data.Please tell me how to solve this problem?  My program code here :  #include &lt;stdio.h&gt; #include &l"
31736220,"Title: Index of an element in an array using Java | Body: The following code in Java return -1. I thought that it should return 3.  int[] array = {1,2,3,4,5,6};  System.out.println(Arrays.asList(array).indexOf(4));   Can you help me understand how this function works.  Thanks "
8524790,"Title: Converting .exe project to class library | Body: I have a semi-large C# .exe project in visual studio 2010 Ultimate, and I would like to convert it to a DLL class library.  Is there an easy way to do this that doesn't involve creating a new class library project? Thanks beforehand. "
8294710,"Title: Choosing what native library to load depending on system setup | Body: In our OSGi code, we are using Bundle-NativeCode manifest headers to choose what native libraries to load for Windows or Linux.  The problem arises when one of the libraries we need to use depends on a specific version of an already installed library (GLIBC is currently at version 2.12 in Ubuntu and 2.11 in Debian). Is ther"
13520350,"Title: min-height not working with multiple child divs | Body: I have a website where i am using height auto to set the height of a content div and min height 100% to make sure the content div always stretches the height of the page.  my HTML looks like this  &lt;html&gt; &lt;body&gt;  &lt;div id=""holder""&gt;   &lt;div id=""outercontent""&gt;    &lt;div id=""innercontent""&gt;     content goes here    &l"
19533830,Title: how to synchronize getter and setter method in c++ | Body: If 2 following methods in same class.    bool CSettings::GetDelayTimer()   {           return m_iTimerDelay;        }    void CSettings::SetDelayTimer(int iTimerdelay)   {     m_iTimerDelay = iTimerdelay;   }   In order to synchronize above methods I created following lock/unlock methods.    void CSettings::Lock()   {     DWORD dwRet =
20278790,"Title: How to pass array of strings dynamically to SQL ""IN"" clause in Java? | Body: I have a array of Strings ""String[]"" with certain values. I want to pass that array dynamically to SQL ""IN"" clause something like:  Select * from Employee where emp_name in (?);   Here ""?"" has to replaced with String Array. I want to do this in Java Class. I tried with   Array array = conn.createArrayOf(""VARCHAR"", new"
5930150,Title: Memory counter - Collision Detection Project | Body: I thought I would ask the experts - see if you can help me :o) My son has written C++ code for Collision Detection using Brute Force and Octree algorithms.  He has used Debug etc - and to collect stats on mem usage he has used windows &amp; task manager - which have given him all the end results he has needed so far. The results are not yet 
4724950,"Title: How to get rid of text after clicking in the form | Body: I have a guestbook form with this code:  &lt;input class='tbox' type='text' value='Type here' name='code_verify' size='15' maxlength='20'&gt;   How can I get rid of the text after clicking at the ""type here"" box?  What i mean is when I click in the field ""type here"" the words ""type here"" must dissapear and give a blinking cursor.  Any h"
10060050,"Title: Which is more performant, passing a method the entire object, or a property of that object? | Body: Consider the following example.  I need to check if a CouponModel has a unique serial key.  I have two choices:  CouponModel model = GetFromSomewhere();  if (!CouponHasUniqueKey(model)) { }  //or  if (!CouponHasUniqueKey(model.SerialKey)) { }   Of course in the method where I pass in the whole o"
39832670,"Title: What exactly does soc.recv return? | Body: According to the python documentation, python's socket recv() method returns an array of 'byte' types.   However, if you print out this array, things that don't look like bytes also appear:  \xd9\x01\x01\xa4\xe9\xcbV6\x15\xed|&gt;g5\xfa\xbd\xe9Q\x19@i\x18\xff\   Does the python byte object have some internal error reporting or something?  What are the"
4325620,"Title: Draw image with rounded corners, border and gradient fill in C# | Body: I've looked everywhere and googled everything and couldn't find anything good. What I need is a class that is able to draw an image (graphics) with rounded corners (different on each corner is a plus) with a border and gradient fill.   All the examples I find have some flaws (like bad quality, missing functionality etc).  "
17210740,"Title: Application won't run correctly from %localappdata% | Body: My application run from ""...\AppData\Local\Apps\2.0\some guid"", but it won't fully work (some third-party reg free COM DLL files don't work.. There is no exception, but nothing happens), but if I copy the whole folder to, for example, C:\, all works.   How can I fix this problem?  Update: I tried to copy the application folder to the "
33616140,"Title: Algorithm to find optimal timetable | Body: I am searching a algorithm or general a way to solve the following problem:  Students A,...,M are inscribed for the written examniations of various modules. The inscriptions are given in the following table. If each student can do one exam per day, how many days are necessary, at minimum, for organizing the session?            |A|B|C|D|E|F|G|H|I|J|K|"
9358340,"Title: how to select data from database using SQLite database in android? | Body: I am new to Android development and would like to select data and pre-populate a SQLite database using .sq3 files from the Assets folder.But getting exception on its path. So,what should i do? here is my code.  package com.wiztech.wahab;  import java.io.File; import java.io.FileOutputStream; import java.io.IOException; "
13939620,"Title: error while loading shared libraries: libboost_system.so 1.49.0: No such file or directory | Body: I am trying to run some basic server/client software from the Boost:Asio tutorials. The application works fine on the localhost, but when I compile and move the compiled program to another server, it is unable to find the libraries (which makes sense because they are not there). When I compiled, "
26468710,"Title: Use Table Valued Parameter (TVP) instead of 'where in' | Body: Code like this:  connection.Execute(""delete from Table where ID in @ids"", new { ids=listOfIds });   fails when listOfIds is too long. You will get something along those lines:  The incoming request has too many parameters. The server supports a maximum of 2100   (depending on your rdbms)  Ideally, I would like to use a Table Valued"
23431940,"Title: C# access data from COMAdmin.COMAdminCatalog using WMI | Body: Earlier I was using code as below to grab COM+ applications and verify that my app is running  COMAdmin.COMAdminCatalog catalog = new COMAdmin.COMAdminCatalogClass(); catalog.Connect(servername); catalog.GetCollection(""Applications"")   Now I need to perform the same actions but from other domain. So when I try to run the code above"
2357160,"Title: Should I save .pdf documents to the database or a folder that need to be searched | Body: I have a bunch of PDF documents that I need to use in a website I am making.  I do need to be able to search the PDFs as well.  So is it better to save these files to the database or to a file folder?  Also, in both cases how do I search them?  I will basically be searching them for 1 or 2 words and retur"
12893590,Title: Active X Control C# | Body: How to create an active x control so that it should read a input from the file and write a output to the file. please link me some examples as I am really new to this language. 
6051960,"Title: How to write a good hashCode() for permutations? | Body: In my program, I handle a lot of lists of size n that all are permutations of [1,...,n]. My problem is that I put these permutations in HashMaps and HashSets, and I need a good hashCode() that avoids too many collisions.  All the solutions I have thought of lead to either a lot of collisions or an overflow. How can I write a good hashCod"
29798130,"Title: Country and city relation in mongo | Body: Since mongo is a nosql database I'm a bit confused how to represent model of data in java corresponding to mongo collections/documents.  I have a person form with one field, Country and second City. When I choose country, the list of cities from particular country fills dropdown list. In typical SQL relation it would be one-to-many relation.  I read a"
37391130,"Title: Putting multiple images together into one | Body: I have bunch of photos sorted in a folder so that there is always one photo of type A and one photo of type B immediately after that.  Unfortunately, some of them needed to be rotated and I did so using standard Windows file explorer.  What I need is to combine each pair of photos A and B into new single photo so that the first source photo is "
13993820,"Title: Check string for an array item and match it | Body: I have a string and an array and i want to check the string and find if the string contains any string from the array.  My array will contain about 10 elements max.  string[] stringArray = { ""apple"", ""banana"", ""orange"" }; string text=""I want an apple"";  public static string getItem(string text) {     //check text for stringArray items     //r"
22154140,"Title: How can you left justify list items in a unordered list that is centered within a div? | Body: I have a div within a div within a div:  &lt;div id=""wrapper"" class=""center""&gt;     &lt;div id=""content"" class=""center""&gt;         &lt;div id=""listDiv"" class=""center""&gt;            &lt;ul&gt;                &lt;li&gt;&lt;a href='#' id=""1"" &gt;Link one&lt;/a&gt; &lt;/li&gt;                &lt;li&gt"
16360910,"Title: Is it possible to create a variable as a placeholder for 'current' value of a class in python? | Body: Let's say we have a class:  NOTE: this is a dummy class only.  class C(object):     def __init__(self):         self.a = -10         self.b = 5         self.c = 2     def modify(self, **kwargs):         for keyword in kwargs:             vars(self)[keyword] = kwargs[keyword]         return(se"
574280,Title: What does the operator '=>' mean in C#? | Body: What does the '=>' in this statement signify?  del = new SomeDelegate(() =&gt; SomeAction());   Is the above declaration the same as this one?  del = new SomeDelegate(this.SomeAction);   Thanks. 
4960880,"Title: understanding OptionParser | Body: I was trying out optparse and this is my initial script.  #!/usr/bin/env python  import os, sys from optparse import OptionParser  parser = OptionParser() usage = ""usage: %prog [options] arg1 arg2""  parser.add_option(""-d"", ""--dir"", type=""string"",                   help=""List of directory"",                   dest=""inDir"", default=""."")  parser.add_option(""-m"", "
12001060,"Title: How to include inline (not linked) images in SSRS e-mail reports? | Body: I have multiple SSRS 2008 report templates that contain embedded images and these are currently visible as expected in any report manager previews (using rendering extension HTML 4.0). However, I need these reports to be sent out as HTML e-mails.  I believe the basic/easiest technique here is to attach the images as inli"
14688510,"Title: Why does this Python logical indexing take up so much memory | Body: I have a 1-D time series that is 1e8 long (100,000,000 elements). Here is a link to the data I am using on Dropbox. (The file is 382 MB.)  Update  Based on memory_profiling, the error occurs in the line  data[absolute(data-dc)&lt; m*std(data)]=dc.   More specifically, the operation absolute(data-dc) eats up all the memory. Da"
11097170,"Title: Multithreaded Rendering on OpenGL | Body: I have a multithreaded application, in which I'm trying to render with different threads. First I tried to use the same Rendering Context between all threads, but I was getting NULL current contexts for other threads. I've read on the internet that one context can only be current at one thread at a time.  So I decided to make something different. I cre"
12747650,"Title: Creating a search form in PHP to search a database? | Body: I am currently trying to complete a project where the specifications are to use a search form to search through a packaging database. The database has lots of variables ranging from Sizes, names, types and meats. I need to create a search form where users can search using a number of different searches (such as searching for a lid tra"
15046170,Title: Python and RFC 3339 timestamps | Body: Where can I find a routine for building an RFC 3339 time? 
36615010,"Title: Experiencing audio dropouts with OS X core audio playback/output | Body: I'm doing playback using core audio (OS X, 10.11.4 Beta, older mac mini) using a simple output audio unit configured for input and output (though all of my problems seem to be with output).  This is a streaming audio source from socket/internet feeding into a boost lockless queue, which then feeds into the output AU.  I'm"
27136950,"Title: Getting the brightness of a Grayscale pixel | Body: Basically I am trying to find the brightness of all pixels in a bitmap image. The images I am using are 24 bit bitmap images and I am not allow to use function GetBrightness(). I am getting the RGB value of the pixels, I am wondering if the RGB value is also the brightness of the pixel or can anyone recommend a method of getting the pixel bri"
11288050,"Title: How to backup and restore (or create a snapshot) a linux machine with command line tools? | Body: I have a remote ssh access to a linux machine, with a sudo user. I don't have actual access to the machine itself.  I need a tool that will help me backup the machine and restore, or in other word - create a snapshot.  This tool should run in command line, and should preferably not reboot the mach"
22879670,"Title: C++ cross-platform equivalent of Windows' QueryPerformanceCounter() | Body: To measure the execution time of some portion of C++ code on Windows, I tend to use the QueryPerformanceCounter() high-resolution timer. An example of that can be found in this VCblog post on STL performance.   With the aim of writing cross platform C++ code, what functions/classes could I use for that same purpose? "
18178990,Title: Finding out installed Metro applications on a machine | Body: I am trying to write a piece of code in C# to find all installed Metro Applications on a machine. I came across the following post Get a list of metro apps and launch them in Windows 8 using PowerShell  which explains obtaining this from the system registry. Is this the only reliable way to obtain the list? Does anyone know of any o
32434240,Title: multi threaded cstringio is 17% slower on ubuntu 14.04 | Body: I am running the following program:  import cStringIO import time import threading  def func(tid):     buff = 'a'*4096     i = 0     while (i &lt; 40000000):         output = cStringIO.StringIO()         output.write(buff)         contents = output.getvalue()         output.close()         i = i + 1  threads = 16 threadlist = []  s
31455890,"Title: The multi-part identifier ""inserted.Id"" could not be bound while creating trigger | Body: I am trying to create a trigger on a table in SQL Server 2012, but it is giving an error like below  ""The multi-part identifier ""inserted.Id"" could not be bound"",  The query I am executing is  CREATE TRIGGER dbo.[TR_t_documents_InsertUpdateDelete] ON   dbo.[t_documents] AFTER INSERT, UPDATE, DELETE AS BEG"
1196560,"Title: Caching large Arrays to SQLite - Java/ Android | Body: Im currently developing a system  where the user will end up having large arrays( using android). However the JVM memory is at risk of running out, so in order to prevent this I was thinking of creating a temporary database and store the data in there. However, one of the concerns that comes to me is the SDcard limited by read and write. A"
38720170,Title: Delete all tables in SQL Server database except few | Body: I have around 50+ table in my database now what I want is drop all the tables in database except few.   now what I know is sys.tables is a table that list all tables so initially I ran a query like this  delete from sys.tables where name like '%DynamicSurgery' (or any other condition)   thinking that it might work. But as I expected i
25049480,"Title: ASP.NET MVC Microsoft Live Account Authentication on Localhost | Body: I have created a blank, new ASP.NET MVC site.  I have set up an application endpoint at https://account.live.com/developers/ as follows:   API Settings: http://i.imgur.com/bIoV3x9.png   App Settings and Code-Behind: http://i.imgur.com/P3KFyhV.png   I have tried launching my site, connecting to https://localhost:44300/, clic"
18222180,"Title: why doesnt my post container work? | Body: My html or css is not working and the container doesnt work i should be seeing a green bar under the image but no. i think that since its on auto it doesnt recognize that there is stuff in that div could you guys help me out?  jsfiddle  Html  &lt;html&gt; &lt;head&gt;    &lt;link rel=""stylesheet"" type=""text/css"" href=""main2.css""&gt; &lt;/head&gt; &lt;"
16937030,"Title: FileNotFoundException while opening a file that exists? | Body: I made a file using :  FileOutputStream fos = app.openFileOutput(""FileOne.txt"", Context.MODE_APPEND);   Later in the same program, I try to open this file using:  PrintWriter writer = new PrintWriter(context.getFileStreamPath(""FileOne.txt""));   but doing it give this exception in the LogCat:  06-05 09:49:32.230: D/error155 java.la"
35916680,"Title: Vectorizing numpy Multiple Condition Nested Loops | Body: On attempting to produce Automatic Peak Detection in Noisy Periodic and Quasi-Periodic Signals, by Felix Scholkmann, Jens Boss and Martin Wolf in Python, I've hit a stumbling block in the implementation.  Upon attempting to optimise, I've noticed that the nested for loops are creating a bottleneck in processing time (taking 115394 ms on"
13764730,"Title: Easiest way to draw tree diagrams? | Body: I want to have a program which generates diagrams for trees, ones looking pretty much like this  It is to be a part of a project I am working on using C#, but if there is a way to make a Python or Javascript do it, that be okay as well. Maybe some C# library, or JavaScript/Python library with parameters I can provide to it ?  The most important thing,"
38170190,"Title: Named pipe file descriptor | Body: Currently I am making a C/C++ program for the Linux Operating system. I want to use a named pipe to communicate a PID (process ID) between two programs. The pipe has been created and is visible in the directory.  The Get PID program says that the file descriptor returns 3, while it should return 0 if it could open the pipe. What am I doing wrong?  Get PID  //"
12775390,"Title: Implementing a .png and .ico favicon? | Body: Am i able to put 2 favicon links in my &lt;head&gt; file?  Currently its like this in the header section :  &lt;link rel=""icon"" type=""image/png"" href=""sitelink/favicon.png"" /&gt;  &lt;link rel=""shortcut icon"" href=""sitelink/myicon.ico"" /&gt;  But Chrome still displays the .ico one first.  Am I doing anything wrong? I just want Chrome/Firefox/Safari"
35993690,"Title: Casting c_str() only works for short strings | Body: I'm using a C library in C++ and wrote a wrapper. At one point I need to convert an std::string to a c-style string. There is a class with a function, which returns a string. Casting the returned string works if the string is short, otherwise not. Here is a simple and reduced example illustrating the issue:  #include &lt;iostream&gt; #includ"
5057170,"Title: Best encryption for large amounts of data (speed is essential)? | Body: I'm relatively new to C# and encryption so please bear with me. I'm working on a business application (in C#, .NET 4.0, VS 2010) that stores quite a lot of data and it must also be capable of reading quite large amounts of data and filter it in order to display it (mostly in datagridview, sometimes just some calculations.."
39184930,"Title: QFileDialog How to set filename to the text field and use QFileDialog separately with few textfields | Body: I'm trying to write GUI for a program that must perform some actions with given files. Its logic will be:  1) Program starts with one text field and one button created.  2) If I click on button, I can choose some .exe file. If the file is choosen, its path is set to the textfield that i"
30874370,Title: Update label's text when pressing a button in Kivy for Python | Body: Here is my code: I want to make a game where the main_label changes text when you press a button but I've looked everywhere for a week and still don't understand how to do it. I looked on Kivy's website but I don't understand. As you can see I'm new to kivy and not very experienced     from kivy.app import App from kivy.uix.
22582760,Title: How do we find a file that is located some where in directory tree | Body: How do we find a file that is located some where in directory tree hierarchy and was accessed 3 days ago. Which command should we use.  Find  or  Locate  Are there any other Unix commands for this   Also can i execute shell scripts using Alias  like  alias p='/hosting/apps/exception.sh'  When i use this its throwing exc
7507320,"Title: Producing a read-only copy of a class, howto | Body: Given the following UML representation, how can i get an instance of a BullDog , that only has getter methods exposed?   Instance of the BullDog should not have any of the setter methods available. Instance of the BullDog should only have getter methods (3 of them) available   Basically the question is .. what do i cast new BullDog to?   "
38549090,"Title: List of hyperlinks hidden below image | Body: Essentially I'm trying to get an image to disappear and reveal a list of hyperlinks. I thought I had everything sorted until I realised, that my top image never actually disappears, so none of my hyperlinks are clickable.    .container {   position: relative;   width: 400px;   height: 400px; }  #textdiv_violet {   position: absolute;   to"
28666880,"Title: How to add a field to a FeatureLayer? | Body: I'm trying to add a field to a FeatureLayer, this is the code I'm using to do this:  IMxDocument mxd = (IMxDocument) app.getDocument(); FeatureLayer flayer = ((FeatureLayer)mxd.getSelectedLayer()); IField newField = null; newField = new Field(); IFieldEdit newFieldEdit = (IFieldEdit) newField; newFieldEdit.setAliasName(""Id2""); newFieldEdit.setName("
1609460,"Title: How import Pydev project into interactive console? | Body: Newbie question (I'm just getting started with Python and Pydev):  I've created a project ""Playground"" with (standard?) src/root sub-folder. In there I've created example.py.  How do I import my ""example"" module into Pydev's interactive console? "">>> import example"" gives: ""ImportError: No module named example"" "
29749330,"Title: Unable to store cookies in AngularJs | Body: I am working on a small project in AngularJs in which I am trying to store username and password into browser cookies.   here is my app.js code. you can see that I have injected ngCookies as depenancy injection.   var app = angular.module('myApp', ['ui.router', 'myApp.routes', 'ngCookies']);   following is my login Controller.  app.controller('login"
28750580,Title: IsAjaxRequest returns false on AngularJs $http.post with proper headers | Body: Im sending an AJAX post to a .NET Application but I continue to get IsAjaxRequest returns false despite adding proper content headers for Content-Type and X-Requested-With.  The config sets up the proper headers and serialization and then the controller at the bottom handles the POST.  // Configure httpProvider val
6870180,"Title: Why are there multiple ""Total time for which application threads were stopped"" logs between two minor GCs | Body: I'm running a java application with the following settings:      -Xms1G -Xmx2G -Xdebug -Xloggc:/usr/local/resin/log/gc.log -XX:+PrintGCDetails -XX:PermSize=150M -XX:+PrintGCTimeStamps -XX:+PrintTenuringDistribution -XX:+PrintGCApplicationStoppedTime -XX:+PrintGCApplicationConcurren"
26216020,"Title: Modal Popup button click not fired second time | Body: I have a Modal Popup with dynamic controls. I need to add new text box in Button click.  JQuery:-   &lt;script type=""text/javascript""&gt;     $(document).ready(function(){          if($('#hdnclick').val()==1){                   $('#modelPopup').dialog({      autoopen:false,           title: ""Add New Server"",      width:650,      height:450"
21019630,"Title: JQuery ajax fails to get respose from struts-2 action | Body: I am sending ajax request to my action class in struts-2. The data has been sent successfully but I am not getting any response from action and jquery fail() is running after completion instead of done().  I am getting the error:  HTTP Status 404 - /MyProject/viewMonitor/newjsp.jsp   Ajax request:  $.ajax({         type: ""post"",    "
16023890,"Title: Initially assigned variables | Body: The following two categories of variables are initially assigned:   Instance variables of class instances.  Instance variables of initially assigned struct variables.   Now what does initially assigned struct variables mean?   We're not talking about local variable, right? So we're talking about field variables (in both of these categories) that are used in"
10888960,"Title: Eclipse Deployment Assembly: Cannot find entry Errors | Body: I have a Web App I am working on in Eclipse Indigo.  I've run into an error today, where my added projects under Deployment Assembly are showing errors saying ""Cannot find entry: SystemsLib"", but I can remove and readd the project just fine (but the error persists).  Does anyone know what is causing this error? "
33065600,Title: How to get JSR-356 (javax.websockets.api) working on Jetty 9.3 JEE environment not embedded? | Body: I am having a hard time trying to get a simple echo server using javax.websockets on jetty 9.3 servlets (not embedded).  Server:   import java.io.IOException;  import javax.websocket.Endpoint; import javax.websocket.EndpointConfig; import javax.websocket.MessageHandler; import javax.websocket.R
11514640,"Title: How to store the actual underlying DB value in a combobox while displaying a more user-friendly value? | Body: I need to display values like ""Surreptitiously"" and ""Discreetly"" in a comboBox but thereafter be able to set the comboboxes' SelectedItem based on the underlying DB values for those words (e.g., ""S"" and ""D"").  I reckon I can use the comboBoxes' DisplayMember and ValueMember properties"
32609640,Title: uwsgi : doesn't detect plugins | Body: In Ubuntu i installed uwsgi and then the plugins with the following commands :  $ sudo apt-get install uwsgi $ sudo apt-get install uwsgi-plugin-python3 $ sudo apt-get install uwsgi-plugin-python   When i kill the process of uwsgi and rerun uwsgi with the following commands in a bash script :  #!/bin/bash echo '********* kill instance ******************' 
3375810,"Title: exception in initializer error | Body: I am using Netbeans.  I did some things with bindings and now whenever I start my program, before it even intializes the form, it gives me an error    The exception in thread main is ocuring before the form is even an intialized object yet.  The form is not even an object yet.  Every line in my main() causes an exception.  Random stuff.   I don't understa"
1068530,"Title: Distributing a program in linux without the source | Body: I want to be able to distribute a program in Linux without distributing the source with it. The current solution is distributing a tar.gz with a precompiled binary. What is the easiest way to have this binary be placed in the Applications Menu? Is there a way to do this that is common across most linux distributions, but Ubuntu, Fedora"
17427410,"Title: How do i clear the OSMdroid cache | Body: I loaded the same tiles (Mapbox) into OSmdroid, but know when i modify it on the web, it changes in my app, but the former map still remaines in the cache, and is replace by the new map little by little.  I want to know how to delete the cache, programmatically, so it can load the tiles normally.  I've got the code to load it right here :  private void"
19630640,Title: Status 500 : System.ServiceModel.ServiceActivationException while calling WCF | Body: I am trying to send a string from android client to .NET server. The following is the server side code :- IService1.cs  using System; using System.Collections.Generic; using System.Linq; using System.Runtime.Serialization; using System.ServiceModel; using System.ServiceModel.Web; using System.Text;  namespace
7827250,"Title: Replacing Cholesky factorization from IMSL MCHOL (Fortran) in C# | Body: I am converting a Fortran program to C#. This has to be done in bits and pieces, with proof of concepts along the way.  One of these initial steps is to replicate the IMSL functions it uses. Luckily, it only uses a chosen few: some trivial random number generation, some trivial normal distribution inverts but also one not"
22497650,"Title: How to show any div when a textbox is focused? | Body: How can I show the div.show when input.searchtext is focused?  &lt;div class=""select-form-holder""&gt;    &lt;input class=""searchtext"" type=""text"" value=""Find Friends, Movies, T.V shows Games"" /&gt;    &lt;div class=""show-on-focus""&gt;xyz&lt;/div&gt;    &lt;input type=""submit"" class=""btn-search"" title=""Search"" /&gt; &lt;/div&gt;  "
18435370,"Title: Extracting integers from a query string | Body: I am creating a program that can make mysql transactions through C and html.   I have this query string query = -id=103&amp;-id=101&amp;-id=102&amp;-act=Delete  Extracting ""Delete"" by sscanf isn't that hard, but I need help extracting the integers and putting them in an array of int id[]. The number of -id entries can vary depending on how many c"
28463350,"Title: Why does select() keep failing with EINTR errno? | Body: I have a C++ application that includes this function:  int mySelect(const int fdMaxPlus1,          fd_set *readFDset,          fd_set *writeFDset,          struct timeval *timeout) {  retry:   const int selectReturn     = ::select(fdMaxPlus1, readFDset, writeFDset, NULL, timeout);    if (selectReturn &lt; 0 &amp;&amp; EINTR == errno) {  "
8221220,Title: Java byte-code injection on android | Body: I realize that this is not possible since Android doesnt have a JVM but is there a work around to this problem? I need to perform a byte code injection operation for an Android application. Any suggestions? 
3164260,"Title: Object instance without new? | Body: As we know we can instantiate an object without new keyword by using classloader/object cloning/object serialization. When I am using these techniques to create an object, is the constructor called or not?  "
16048260,Title: parallel.foreach - loopState.Stop() versus Cancellation | Body: What is the difference between the Cancellation operations versus the loopState operation (Break/Stop)?  private static CancellationTokenSource cts; public static loopingMethod() { cts = new CancellationTokenSource(); try {     ParallelOptions pOptions = new ParallelOptions();     pOptions.MaxDegreeOfParallelism = 4;     pOptions.
27146090,"Title: Do CLR domains share the same heap | Body: Recent versions of .NET do allow to create more then one CLR within one process(Is the garbage collector in .net system-wide or application-wide?).  So basically we can have more then 1 heap within one process. So how do domains affected by this change? Do domains still share heap within one process?  PS: Where is thread context saved, while context s"
